         Reward       Distance
        38.7800         0.2151
       100.3050         0.4508
        44.4850         0.2284
        15.3550         0.0936
        14.8650         0.0990
       108.0150         0.4818
        42.3150         0.2170
        46.8650         0.2284
        45.0600         0.2240
        16.6350         0.1000
        92.4550         0.4454
        46.2150         0.2284
        42.3800         0.2173
        79.4700         0.3926
        40.0450         0.2161
        45.5500         0.2205
        14.5750         0.0981
       106.0450         0.4831
        51.1300         0.2686
        82.8850         0.3568
       150.7450         0.6254
        16.2350         0.0993
        75.1600         0.3568
        15.0200         0.0940
        -0.2150         0.2284
        14.9500         0.0949
        14.0350         0.0997
