 Episode    Policy Loss     Value Loss   Total Reward     Total Loss Curiosity Loss     Time Delta                Time
     246        28.1883         1.1319           0.00        28.7542         0.0000         19.062 2024-12-29T16:29:51
     247        39.1361         2.2265           0.00        40.2494         0.0000         18.428 2024-12-29T16:29:52
     248        41.6943         2.6292           0.00        43.0089         0.0000         19.340 2024-12-29T16:29:52
     249        28.1649         1.1097           0.00        28.7197         0.0000         19.502 2024-12-29T16:29:54
     250        39.4659         2.3157           0.00        40.6238         0.0000         18.740 2024-12-29T16:29:54
     251        46.9396         3.3498           0.00        48.6145         0.0000         19.081 2024-12-29T16:29:54
     252        34.9384         1.7864           0.00        35.8316         0.0000         18.078 2024-12-29T16:29:55
     253        50.5626         3.7367           0.00        52.4310         0.0000         18.175 2024-12-29T16:29:56
     254        38.7729         2.1894           0.00        39.8677         0.0000         18.287 2024-12-29T16:29:59
     255        40.0469         2.3803           0.00        41.2371         0.0000         18.664 2024-12-29T16:30:03
     256        48.3038         3.4859           0.00        50.0468         0.0000         19.285 2024-12-29T16:30:05
     257        55.6615         4.5928           0.00        57.9579         0.0000         18.972 2024-12-29T16:30:09
     258        40.6266         2.3810           0.00        41.8171         0.0000         18.990 2024-12-29T16:30:10
     260        52.1829         4.0350           0.00        54.2004         0.0000         18.866 2024-12-29T16:30:11
     259        47.0290         3.3148           0.00        48.6864         0.0000         19.117 2024-12-29T16:30:11
     261        35.6979         1.8697           0.00        36.6328         0.0000         17.964 2024-12-29T16:30:12
     262        46.4523         3.2436           0.00        48.0741         0.0000         18.091 2024-12-29T16:30:12
     263        41.9316         2.5527           0.00        43.2079         0.0000         17.721 2024-12-29T16:30:12
     264        53.1856         4.2720           0.00        55.3216         0.0000         18.628 2024-12-29T16:30:13
     265        51.3575         3.9226           0.00        53.3188         0.0000         18.127 2024-12-29T16:30:14
     266        50.7405         3.8668           0.00        52.6739         0.0000         18.258 2024-12-29T16:30:18
     267        43.1984         2.7583           0.00        44.5776         0.0000         19.433 2024-12-29T16:30:23
     268        53.4056         4.3240           0.00        55.5676         0.0000         19.290 2024-12-29T16:30:25
     269        50.6859         3.7941           0.00        52.5829         0.0000         18.628 2024-12-29T16:30:28
     270        50.4893         3.7373           0.00        52.3579         0.0000         17.733 2024-12-29T16:30:29
     271        44.7683         2.8813           0.00        46.2090         0.0000         18.627 2024-12-29T16:30:29
     272        52.5349         4.1781           0.00        54.6240         0.0000         18.195 2024-12-29T16:30:29
     274        38.5207         2.1406           0.00        39.5910         0.0000         18.195 2024-12-29T16:30:30
     273        46.3136         3.2886           0.00        47.9579         0.0000         17.961 2024-12-29T16:30:30
     275        41.8733         2.5402           0.00        43.1434         0.0000         18.288 2024-12-29T16:30:31
     276        52.1661         4.0620           0.00        54.1971         0.0000         18.614 2024-12-29T16:30:31
     277        54.1764         4.3887           0.00        56.3707         0.0000         18.407 2024-12-29T16:30:33
     278        44.4822         3.1654           0.00        46.0649         0.0000         18.342 2024-12-29T16:30:36
     279        36.6907         2.4188           0.00        37.9001         0.0000         19.258 2024-12-29T16:30:42
     280        49.6707         3.7861           0.00        51.5637         0.0000         17.933 2024-12-29T16:30:43
     281        42.5105         2.6758           0.00        43.8484         0.0000         18.424 2024-12-29T16:30:46
     282        44.7338         3.2006           0.00        46.3341         0.0000         17.878 2024-12-29T16:30:47
     283        46.7038         3.1935           0.00        48.3005         0.0000         18.379 2024-12-29T16:30:47
     284        45.3976         3.1371           0.00        46.9662         0.0000         18.079 2024-12-29T16:30:47
     285        39.0939         2.3413           0.00        40.2645         0.0000         17.716 2024-12-29T16:30:48
     286        32.8280         1.5386           0.00        33.5973         0.0000         18.711 2024-12-29T16:30:49
     287        33.4624         1.6079           0.00        34.2664         0.0000         18.622 2024-12-29T16:30:49
     288        43.0167         2.7016           0.00        44.3675         0.0000         18.500 2024-12-29T16:30:50
     289        41.9204         2.5516           0.00        43.1963         0.0000         18.467 2024-12-29T16:30:51
     290        36.2053         1.9149           0.00        37.1627         0.0000         17.956 2024-12-29T16:30:54
     291        37.2074         2.1946           0.00        38.3047         0.0000         19.121 2024-12-29T16:31:01
     292        40.7226         2.5433           0.00        41.9943         0.0000         19.540 2024-12-29T16:31:02
     293        34.8534         1.7097           0.00        35.7083         0.0000         17.887 2024-12-29T16:31:05
     294        33.6309         1.6623           0.00        34.4621         0.0000         18.831 2024-12-29T16:31:05
     295        40.6577         2.6039           0.00        41.9596         0.0000         18.641 2024-12-29T16:31:05
     296        34.5636         1.7479           0.00        35.4375         0.0000         18.233 2024-12-29T16:31:05
     297        28.7410         1.2556           0.00        29.3688         0.0000         18.197 2024-12-29T16:31:06
     298        31.9120         1.4606           0.00        32.6424         0.0000         17.843 2024-12-29T16:31:06
     299        21.0399         0.6299           0.00        21.3549         0.0000         18.428 2024-12-29T16:31:08
     301        32.7257         1.5602           0.00        33.5057         0.0000         18.658 2024-12-29T16:31:10
     302        27.1482         1.1141           0.00        27.7053         0.0000         17.789 2024-12-29T16:31:12
     300        30.6345         1.3304           0.00        31.2997         0.0000         18.339 2024-12-29T16:31:20
     303        31.6965         1.4496           0.00        32.4213         0.0000         19.000 2024-12-29T16:31:20
     304        27.7910         1.1646           0.00        28.3733         0.0000         18.314 2024-12-29T16:31:21
     305        16.9414         0.6310           0.00        17.2570         0.0000         18.169 2024-12-29T16:31:23
     306        22.4328         0.7676           0.00        22.8166         0.0000         18.421 2024-12-29T16:31:23
     307        25.6000         1.3206           0.00        26.2603         0.0000         18.272 2024-12-29T16:31:23
